student_id,academic_year,programme_year,survey_responded,is_repeat_year,career_clarity,career_confidence,belonging_peers,belonging_programme,academic_self_efficacy,support_satisfaction
55,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
56,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
57,1046-47,1,True,False,3.0,3.0,4.0,4.0,4.0,3.0
58,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
59,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
60,1046-47,1,False,False,,,,,,
61,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
62,1046-47,1,True,False,3.0,4.0,3.0,3.0,3.0,3.0
63,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
64,1046-47,1,False,False,,,,,,
65,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
66,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
67,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
68,1046-47,1,True,False,4.0,4.0,3.0,4.0,4.0,3.0
69,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
70,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
71,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
72,1046-47,1,False,False,,,,,,
73,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
74,1046-47,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
75,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
76,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,3.0
77,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
78,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
79,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
80,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
81,1046-47,1,True,False,3.0,3.0,3.0,2.0,3.0,4.0
82,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
83,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
84,1046-47,1,False,False,,,,,,
85,1046-47,1,False,False,,,,,,
86,1046-47,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
87,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
88,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
89,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
90,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
91,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
92,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
93,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
94,1046-47,1,False,False,,,,,,
95,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
96,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
97,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
98,1046-47,1,True,False,4.0,3.0,3.0,4.0,4.0,4.0
99,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
100,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
101,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
102,1046-47,1,False,False,,,,,,
103,1046-47,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
104,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
105,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
106,1046-47,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
107,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
108,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
109,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
110,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
111,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
112,1046-47,1,False,False,,,,,,
113,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
114,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
115,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
116,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
117,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
118,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
119,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
120,1046-47,1,False,False,,,,,,
121,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,4.0
122,1046-47,1,False,False,,,,,,
123,1046-47,1,True,False,4.0,4.0,4.0,3.0,4.0,4.0
124,1046-47,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
125,1046-47,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
126,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
127,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,4.0
128,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
129,1046-47,1,False,False,,,,,,
130,1046-47,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
131,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,4.0
132,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
133,1046-47,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
134,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
135,1046-47,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
136,1046-47,1,True,False,4.0,3.0,4.0,3.0,4.0,3.0
137,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,3.0
138,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
139,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
140,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
141,1046-47,1,False,False,,,,,,
142,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
143,1046-47,1,False,False,,,,,,
144,1046-47,1,False,False,,,,,,
145,1046-47,1,False,False,,,,,,
146,1046-47,1,False,False,,,,,,
147,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
148,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
149,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
150,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
151,1046-47,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
152,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
153,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
154,1046-47,1,False,False,,,,,,
155,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
156,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
157,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
158,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
159,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
160,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
161,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
162,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
163,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,4.0
164,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
165,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
166,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
167,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
168,1046-47,1,False,False,,,,,,
169,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
170,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
171,1046-47,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
172,1046-47,1,False,False,,,,,,
173,1046-47,1,False,False,,,,,,
174,1046-47,1,False,False,,,,,,
175,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
176,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
177,1046-47,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
178,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
179,1046-47,1,False,False,,,,,,
180,1046-47,1,False,False,,,,,,
181,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
182,1046-47,1,False,False,,,,,,
183,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
184,1046-47,1,False,False,,,,,,
185,1046-47,1,True,False,4.0,3.0,4.0,4.0,4.0,4.0
186,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
187,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
188,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
189,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
190,1046-47,1,False,False,,,,,,
191,1046-47,1,True,False,3.0,4.0,3.0,4.0,4.0,4.0
192,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
193,1046-47,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
194,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
195,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
196,1046-47,1,False,False,,,,,,
197,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
198,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
199,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
200,1046-47,1,True,False,3.0,4.0,4.0,3.0,3.0,4.0
201,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
202,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
203,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
204,1046-47,1,True,False,2.0,3.0,4.0,3.0,3.0,3.0
205,1046-47,1,False,False,,,,,,
206,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
207,1046-47,1,False,False,,,,,,
208,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
209,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
210,1046-47,1,False,False,,,,,,
211,1046-47,1,False,False,,,,,,
212,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,3.0
213,1046-47,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
214,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
215,1046-47,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
216,1046-47,1,True,False,4.0,3.0,3.0,4.0,3.0,3.0
217,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
218,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
219,1046-47,1,False,False,,,,,,
220,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
221,1046-47,1,False,False,,,,,,
222,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
223,1046-47,1,True,False,4.0,4.0,3.0,3.0,3.0,4.0
224,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
225,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
226,1046-47,1,True,False,4.0,3.0,3.0,4.0,4.0,3.0
227,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
228,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
229,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
230,1046-47,1,False,False,,,,,,
231,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
232,1046-47,1,False,False,,,,,,
233,1046-47,1,False,False,,,,,,
234,1046-47,1,False,False,,,,,,
235,1046-47,1,False,False,,,,,,
236,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
237,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
238,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,2.0
239,1046-47,1,False,False,,,,,,
240,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
241,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
242,1046-47,1,True,False,4.0,3.0,4.0,4.0,3.0,4.0
243,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
244,1046-47,1,True,False,3.0,3.0,4.0,4.0,4.0,3.0
245,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
246,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
247,1046-47,1,True,False,4.0,4.0,3.0,3.0,4.0,4.0
248,1046-47,1,True,False,3.0,4.0,3.0,4.0,4.0,4.0
249,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
250,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
251,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
252,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
253,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
254,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
255,1046-47,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
256,1046-47,1,True,False,3.0,3.0,3.0,4.0,2.0,3.0
257,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
258,1046-47,1,False,False,,,,,,
259,1046-47,1,False,False,,,,,,
260,1046-47,1,True,False,4.0,4.0,3.0,3.0,4.0,4.0
261,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
262,1046-47,1,False,False,,,,,,
263,1046-47,1,False,False,,,,,,
264,1046-47,1,False,False,,,,,,
265,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
266,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
267,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
268,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
269,1046-47,1,True,False,3.0,3.0,4.0,3.0,2.0,3.0
270,1046-47,1,True,False,4.0,3.0,3.0,4.0,4.0,4.0
271,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
272,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
273,1046-47,1,False,False,,,,,,
274,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
275,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
276,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
277,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
278,1046-47,1,False,False,,,,,,
279,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
280,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
281,1046-47,1,False,False,,,,,,
282,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
283,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
284,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
285,1046-47,1,True,False,4.0,3.0,3.0,4.0,3.0,4.0
286,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
287,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
288,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
289,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
290,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
291,1046-47,1,True,False,4.0,3.0,3.0,4.0,4.0,3.0
292,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
293,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
294,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
295,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
296,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
297,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
298,1046-47,1,True,False,4.0,4.0,4.0,4.0,4.0,4.0
299,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
300,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
301,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
302,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
303,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
304,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
305,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
306,1046-47,1,False,False,,,,,,
307,1046-47,1,False,False,,,,,,
308,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
309,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
310,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
311,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
312,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
313,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
314,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
315,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
316,1046-47,1,False,False,,,,,,
317,1046-47,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
318,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,4.0
319,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
320,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
321,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
322,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
323,1046-47,1,False,False,,,,,,
324,1046-47,1,True,False,4.0,3.0,3.0,2.0,4.0,4.0
325,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
326,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
327,1046-47,1,False,False,,,,,,
328,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
329,1046-47,1,False,False,,,,,,
330,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
331,1046-47,1,True,False,4.0,3.0,4.0,3.0,3.0,4.0
332,1046-47,1,False,False,,,,,,
333,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
334,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
335,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
336,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
337,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
338,1046-47,1,False,False,,,,,,
339,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
340,1046-47,1,False,False,,,,,,
341,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
342,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
343,1046-47,1,False,False,,,,,,
344,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
345,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
346,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
347,1046-47,1,True,False,4.0,3.0,3.0,4.0,4.0,4.0
348,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
349,1046-47,1,True,False,3.0,4.0,4.0,3.0,4.0,3.0
350,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
351,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
352,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
353,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
354,1046-47,1,False,False,,,,,,
355,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
356,1046-47,1,True,False,3.0,4.0,3.0,3.0,3.0,4.0
357,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
358,1046-47,1,False,False,,,,,,
359,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
360,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
361,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
362,1046-47,1,False,False,,,,,,
363,1046-47,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
364,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
365,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
366,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
367,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
368,1046-47,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
369,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
370,1046-47,1,True,False,4.0,3.0,3.0,3.0,3.0,4.0
371,1046-47,1,True,False,3.0,4.0,4.0,4.0,3.0,3.0
372,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
373,1046-47,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
374,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
375,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
376,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
377,1046-47,1,False,False,,,,,,
378,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
379,1046-47,1,False,False,,,,,,
380,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
381,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
382,1046-47,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
383,1046-47,1,True,False,3.0,2.0,3.0,4.0,3.0,3.0
384,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
385,1046-47,1,True,False,3.0,3.0,2.0,3.0,4.0,3.0
386,1046-47,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
387,1046-47,1,False,False,,,,,,
388,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
389,1046-47,1,True,False,3.0,4.0,3.0,3.0,3.0,4.0
390,1046-47,1,False,False,,,,,,
391,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
392,1046-47,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
393,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
394,1046-47,1,True,False,3.0,4.0,3.0,4.0,4.0,4.0
395,1046-47,1,False,False,,,,,,
396,1046-47,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
397,1046-47,1,True,False,3.0,4.0,3.0,3.0,3.0,4.0
398,1046-47,1,False,False,,,,,,
399,1046-47,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
400,1046-47,1,False,False,,,,,,
401,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
402,1046-47,1,False,False,,,,,,
403,1046-47,1,True,False,3.0,4.0,4.0,4.0,3.0,3.0
404,1046-47,1,False,False,,,,,,
405,1046-47,1,True,False,3.0,3.0,4.0,3.0,2.0,3.0
406,1046-47,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
407,1046-47,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
408,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
409,1046-47,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
410,1046-47,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
