student_id,academic_year,module_code,semester,attended_sessions_w01,attended_sessions_w02,attended_sessions_w03,attended_sessions_w04,attended_sessions_w05,attended_sessions_w06,total_sessions_w01,total_sessions_w02,total_sessions_w03,total_sessions_w04,total_sessions_w05,total_sessions_w06,vle_forum_posts_w01,vle_forum_posts_w02,vle_forum_posts_w03,vle_forum_posts_w04,vle_forum_posts_w05,vle_forum_posts_w06,vle_logins_w01,vle_logins_w02,vle_logins_w03,vle_logins_w04,vle_logins_w05,vle_logins_w06,vle_mean_login_hour_w01,vle_mean_login_hour_w02,vle_mean_login_hour_w03,vle_mean_login_hour_w04,vle_mean_login_hour_w05,vle_mean_login_hour_w06,vle_resource_views_w01,vle_resource_views_w02,vle_resource_views_w03,vle_resource_views_w04,vle_resource_views_w05,vle_resource_views_w06,midterm_score,final_score
24897,1050-51,453804,2,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,16.783333333333335,12.4,12.616666666666667,9.866666666666667,17.833333333333332,15.733333333333333,0.0,0.0,0.0,2.0,2.0,3.0,57.9,89.2
4289,1048-49,622502,1,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,13.0,9.0,6.0,3.0,3.0,8.0,15.35,12.616666666666667,15.1,16.316666666666666,14.016666666666667,14.233333333333333,34.0,24.0,15.0,8.0,8.0,30.0,52.3,43.9
27800,1052-53,542403,2,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,54.0,46.0,44.0,43.0,46.0,41.0,10.2,12.6,11.683333333333334,15.283333333333331,13.25,13.433333333333334,123.0,100.0,100.0,98.0,103.0,126.0,35.8,65.2
34746,1052-53,411401,1,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,11.0,1.0,8.0,11.0,10.0,7.0,15.716666666666669,12.883333333333333,14.05,15.166666666666666,14.916666666666666,13.816666666666666,22.0,2.0,15.0,23.0,19.0,20.0,70.3,82.9
14329,1049-50,542402,1,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,14.466666666666669,15.283333333333331,12.9,14.616666666666667,14.25,16.8,0.0,0.0,5.0,0.0,0.0,6.0,65.8,64.0
160,1046-47,434602,1,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,5.0,9.0,5.0,7.0,9.0,12.133333333333333,16.883333333333333,13.966666666666669,15.366666666666667,15.466666666666669,13.433333333333334,7.0,10.0,15.0,8.0,12.0,21.0,77.1,52.8
6267,1049-50,623701,2,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.666666666666666,13.066666666666666,14.4,12.583333333333334,13.316666666666666,8.883333333333333,0.0,3.0,0.0,0.0,3.0,0.0,65.5,62.8
15143,1049-50,441101,1,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,5.0,5.0,10.0,5.0,11.0,19.73333333333333,7.666666666666667,16.2,13.55,12.9,16.8,15.0,10.0,9.0,19.0,10.0,30.0,66.0,37.7
33782,1052-53,453703,2,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,7.0,8.0,8.0,10.0,5.0,13.0,14.016666666666667,20.216666666666665,14.683333333333334,14.883333333333333,12.9,16.25,12.0,14.0,14.0,18.0,10.0,39.0,51.9,50.8
8364,1052-53,511501,1,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,8.0,6.0,8.0,6.0,7.0,7.0,16.35,15.0,19.366666666666667,20.433333333333334,17.5,19.716666666666665,18.0,13.0,16.0,12.0,15.0,20.0,50.6,48.9
18966,1049-50,435904,2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,12.766666666666667,17.183333333333334,15.366666666666667,15.116666666666667,10.033333333333331,14.75,0.0,4.0,0.0,0.0,0.0,3.0,39.6,79.2
15863,1051-52,622603,2,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,16.616666666666667,13.3,11.916666666666666,17.283333333333335,12.75,17.616666666666667,0.0,4.0,0.0,2.0,0.0,6.0,50.5,69.6
22682,1051-52,523703,2,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,14.533333333333331,10.833333333333334,14.933333333333334,11.45,17.533333333333335,15.216666666666669,2.0,0.0,2.0,0.0,2.0,6.0,80.2,93.7
11804,1049-50,5241003,2,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,13.683333333333334,16.416666666666668,13.166666666666666,15.266666666666667,14.566666666666666,19.216666666666665,5.0,2.0,0.0,2.0,2.0,10.0,37.9,41.9
34086,1052-53,453803,2,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,11.0,7.0,3.0,7.0,10.0,12.266666666666667,15.6,14.233333333333333,17.416666666666668,17.633333333333333,13.533333333333331,15.0,20.0,12.0,5.0,12.0,24.0,71.6,87.8
3648,1047-48,521104,2,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,44.0,40.0,45.0,42.0,39.0,36.0,15.616666666666667,13.033333333333331,14.316666666666666,13.516666666666667,14.716666666666669,16.1,102.0,92.0,104.0,87.0,84.0,119.0,61.3,83.8
8415,1047-48,4421003,2,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,2.0,5.0,7.0,8.0,4.0,9.0,3.0,11.2,11.933333333333334,11.666666666666666,13.633333333333333,16.016666666666666,17.216666666666665,11.0,15.0,15.0,8.0,17.0,8.0,66.7,85.6
28999,1052-53,542702,1,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,9.0,6.0,9.0,7.0,10.0,6.0,14.9,17.866666666666667,12.466666666666669,13.65,17.066666666666666,15.016666666666667,22.0,15.0,23.0,19.0,25.0,20.0,53.9,57.8
22709,1051-52,5241103,2,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,1.0,9.0,6.0,5.0,5.0,9.0,9.0,12.983333333333333,15.45,14.016666666666667,13.733333333333333,12.666666666666666,14.933333333333334,22.0,15.0,13.0,13.0,21.0,31.0,17.5,72.0
18375,1050-51,511303,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,9.0,6.0,8.0,8.0,9.0,9.0,11.45,11.083333333333334,14.516666666666667,12.816666666666666,15.883333333333333,18.116666666666667,23.0,14.0,21.0,20.0,23.0,31.0,75.9,89.4
2764,1050-51,611502,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,15.833333333333334,14.85,15.566666666666666,18.45,13.166666666666666,17.933333333333334,2.0,2.0,0.0,2.0,0.0,3.0,51.0,63.3
22846,1050-51,422304,2,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,35.0,46.0,41.0,46.0,50.0,44.0,11.4,14.4,16.4,15.416666666666666,13.916666666666666,13.533333333333331,73.0,101.0,91.0,103.0,117.0,148.0,46.5,60.1
20250,1051-52,434601,1,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.683333333333334,14.45,10.233333333333333,14.7,10.683333333333334,11.1,0.0,2.0,0.0,0.0,0.0,3.0,49.6,50.5
8495,1047-48,442703,2,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,15.1,14.483333333333333,11.966666666666669,17.833333333333332,18.1,16.233333333333334,2.0,5.0,0.0,4.0,0.0,0.0,61.1,72.5
31824,1052-53,423703,2,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,3.0,3.0,1.0,1.0,10.0,10.0,7.0,5.0,5.0,4.0,14.616666666666667,13.1,15.333333333333334,13.2,10.75,20.266666666666666,22.0,22.0,15.0,11.0,11.0,12.0,80.1,89.8
34476,1052-53,452502,1,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,35.0,35.0,35.0,47.0,51.0,43.0,12.55,10.616666666666667,18.433333333333334,13.266666666666667,13.0,11.5,68.0,68.0,68.0,89.0,91.0,117.0,66.3,63.7
29473,1051-52,422403,2,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,12.0,10.0,15.0,5.0,6.0,5.0,16.666666666666668,12.45,12.766666666666667,14.95,17.35,15.333333333333334,22.0,18.0,27.0,10.0,11.0,13.0,50.4,67.8
21890,1050-51,422501,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,15.85,13.816666666666666,14.883333333333333,11.15,11.683333333333334,11.783333333333331,2.0,0.0,0.0,0.0,2.0,3.0,88.3,67.8
1500,1048-49,532204,2,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,0.0,2.0,9.0,5.0,8.0,10.0,4.0,8.0,12.916666666666666,13.033333333333331,16.8,16.533333333333335,14.733333333333333,15.933333333333334,21.0,12.0,18.0,24.0,9.0,29.0,66.5,34.3
4480,1046-47,411302,2,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,18.15,12.816666666666666,15.45,15.45,17.316666666666666,14.633333333333333,2.0,0.0,4.0,2.0,0.0,0.0,49.5,42.6
19166,1051-52,623804,2,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,7.0,5.0,4.0,3.0,4.0,12.716666666666669,13.566666666666666,14.166666666666666,12.416666666666666,17.466666666666665,14.133333333333333,14.0,20.0,15.0,12.0,9.0,17.0,47.7,67.0
24335,1052-53,623804,2,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,15.766666666666667,14.383333333333333,13.983333333333333,13.133333333333333,16.45,14.966666666666669,8.0,0.0,6.0,0.0,0.0,4.0,69.9,43.8
12183,1050-51,622403,2,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,16.583333333333332,11.383333333333333,14.033333333333331,14.333333333333334,14.283333333333331,11.733333333333333,5.0,0.0,2.0,2.0,0.0,0.0,95.0,60.9
572,1047-48,522303,2,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.416666666666666,15.183333333333334,12.933333333333334,13.783333333333331,14.6,15.783333333333331,0.0,0.0,0.0,2.0,0.0,0.0,74.4,38.2
12845,1051-52,522303,2,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,6.0,6.0,7.0,10.0,7.0,12.183333333333334,22.866666666666667,21.066666666666663,20.75,19.166666666666668,1.4166666666666667,9.0,12.0,13.0,14.0,22.0,22.0,55.3,33.0
12559,1048-49,411402,1,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,6.0,7.0,3.0,5.0,13.183333333333334,13.3,13.166666666666666,15.85,15.75,14.583333333333334,12.0,13.0,14.0,16.0,7.0,16.0,71.7,71.9
27624,1051-52,4351002,1,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,7.666666666666667,17.866666666666667,20.03333333333333,14.35,15.266666666666667,18.416666666666668,0.0,0.0,2.0,4.0,6.0,6.0,27.0,25.9
29604,1051-52,442603,2,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,3.0,2.0,5.0,9.0,7.0,4.0,5.0,10.0,11.0,18.666666666666668,16.816666666666666,12.083333333333334,20.83333333333333,17.583333333333332,22.433333333333334,16.0,12.0,8.0,11.0,23.0,34.0,63.0,30.8
25037,1051-52,433501,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,14.483333333333333,16.15,17.683333333333334,12.816666666666666,16.583333333333332,15.0,4.0,0.0,0.0,2.0,0.0,0.0,26.6,58.2
12994,1050-51,5241103,2,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,8.716666666666667,13.966666666666669,12.45,16.216666666666665,12.25,13.616666666666667,3.0,3.0,0.0,0.0,0.0,4.0,60.1,65.2
4536,1046-47,411202,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,18.8,16.733333333333334,8.733333333333333,11.616666666666667,22.383333333333333,11.5,0.0,2.0,0.0,0.0,0.0,6.0,64.3,59.6
27534,1052-53,523801,1,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,6.0,2.0,2.0,1.0,44.0,42.0,40.0,51.0,35.0,41.0,13.9,12.916666666666666,13.483333333333333,16.883333333333333,15.566666666666666,16.366666666666667,114.0,106.0,94.0,133.0,88.0,135.0,42.1,73.7
5777,1049-50,622403,2,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,16.366666666666667,14.15,17.683333333333334,12.216666666666669,12.766666666666667,14.616666666666667,0.0,2.0,0.0,2.0,0.0,0.0,35.2,56.0
16183,1050-51,532201,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,7.0,10.0,7.0,9.0,8.0,3.0,15.466666666666669,16.4,16.733333333333334,14.683333333333334,15.883333333333333,14.816666666666666,17.0,24.0,18.0,21.0,20.0,10.0,51.7,66.7
28236,1051-52,452403,2,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,6.0,1.0,0.0,1.0,43.0,40.0,48.0,45.0,43.0,55.0,14.25,16.6,14.2,14.45,17.95,21.0,92.0,84.0,109.0,99.0,85.0,166.0,47.3,49.1
32529,1052-53,441201,1,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,5.0,0.0,1.0,5.0,7.0,9.0,5.0,4.0,7.0,13.75,17.15,17.65,12.216666666666669,16.5,17.2,11.0,14.0,19.0,10.0,9.0,22.0,62.1,83.2
18969,1049-50,442502,1,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.233333333333333,11.133333333333333,15.766666666666667,11.866666666666667,11.683333333333334,13.133333333333333,2.0,0.0,2.0,2.0,0.0,0.0,82.2,94.3
20346,1050-51,423901,1,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,15.866666666666667,15.5,12.016666666666667,14.483333333333333,16.616666666666667,14.083333333333334,0.0,0.0,4.0,2.0,0.0,0.0,90.6,77.1
33338,1052-53,432202,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,12.55,15.2,13.583333333333334,15.616666666666667,15.4,11.833333333333334,2.0,4.0,0.0,0.0,0.0,7.0,84.3,64.3
16077,1052-53,611102,1,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,38.0,41.0,49.0,55.0,49.0,41.0,20.2,18.766666666666666,18.066666666666663,18.25,16.833333333333332,20.116666666666667,102.0,109.0,120.0,124.0,106.0,144.0,53.2,57.4
15158,1049-50,411203,1,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,7.0,4.0,10.0,6.0,10.0,14.633333333333333,11.816666666666666,11.9,14.133333333333333,12.633333333333333,16.266666666666666,13.0,16.0,9.0,23.0,14.0,30.0,73.2,77.1
18743,1051-52,621102,1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,8.0,6.0,9.0,5.0,7.0,8.0,14.166666666666666,16.9,15.433333333333334,14.7,17.85,12.383333333333333,21.0,16.0,24.0,12.0,17.0,29.0,65.5,68.8
13713,1048-49,442602,1,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,18.28333333333333,15.65,18.2,9.933333333333334,16.983333333333334,13.933333333333334,4.0,2.0,2.0,0.0,0.0,0.0,45.7,69.2
7096,1047-48,411302,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,20.016666666666666,14.6,16.2,13.466666666666669,17.666666666666668,17.683333333333334,4.0,2.0,0.0,0.0,0.0,0.0,38.0,56.7
23302,1050-51,422203,2,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,18.23333333333333,17.45,14.466666666666669,11.216666666666669,14.416666666666666,15.5,2.0,2.0,4.0,4.0,0.0,2.0,15.5,37.9
20009,1052-53,6241102,1,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,18.95,19.53333333333333,15.25,16.766666666666666,12.366666666666667,18.866666666666667,3.0,0.0,4.0,2.0,0.0,0.0,59.4,33.4
11822,1048-49,4361501,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.2666666666666666,11.133333333333333,14.283333333333331,14.683333333333334,16.566666666666666,18.1,2.0,2.0,0.0,2.0,4.0,0.0,63.1,53.1
3909,1046-47,453703,2,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,6.0,4.0,7.0,6.0,5.0,16.233333333333334,19.166666666666668,15.15,10.8,17.033333333333335,10.55,15.0,13.0,8.0,14.0,11.0,13.0,70.0,100.0
